event,time,req_id,user_id,val1,val2
ARRIVAL,3990.673,468,1783,99.623,26228.605
ARRIVAL,3995.689,469,1306,384.062,28453.038
ARRIVAL,3996.513,470,442,29.498,28344.691
ARRIVAL,3999.187,471,1189,17.207,27115.350
ARRIVAL,4000.336,472,2768,5.340,26917.953
ARRIVAL,4001.312,473,2017,28.522,22949.847
COMPLETE,4001.903,234,301,437.434
ARRIVAL,4005.946,474,1003,4.589,23616.607
ARRIVAL,4006.330,475,1842,103.973,27492.151
ARRIVAL,4006.416,476,739,7.054,28224.141
ARRIVAL,4008.821,477,729,250.045,23641.255
ARRIVAL,4011.458,478,2212,3.656,27437.509
ARRIVAL,4014.536,479,2509,77.732,26356.688
ARRIVAL,4014.815,480,825,32.626,26589.663
ARRIVAL,4016.230,481,279,27.024,23398.768
ARRIVAL,4016.706,482,372,0.629,26546.566
ARRIVAL,4016.977,483,1962,61.106,22713.592
ARRIVAL,4018.102,484,1770,11.431,27927.071
ARRIVAL,4022.826,485,1769,24.444,22868.839
COMPLETE,4023.910,227,2268,480.768
ARRIVAL,4025.377,486,1936,25.815,29467.810
ARRIVAL,4029.084,487,2312,50.476,29431.987
ARRIVAL,4031.951,488,2038,18.201,21223.324
ARRIVAL,4034.698,489,259,132.201,25060.626
ARRIVAL,4035.526,490,1712,135.844,29367.817
ARRIVAL,4037.274,491,811,29.402,21652.254
ARRIVAL,4037.316,492,1826,108.897,20381.552
COMPLETE,4037.691,129,822,664.550
ARRIVAL,4040.682,493,2637,164.384,21156.057
ARRIVAL,4041.794,494,2829,4.816,26176.208
ARRIVAL,4041.928,495,628,169.652,22978.643
ARRIVAL,4042.701,496,1866,47.920,24965.840
ARRIVAL,4043.540,497,2797,65.867,20034.717
ARRIVAL,4045.445,498,48,8.097,20442.668
ARRIVAL,4046.602,499,575,96.023,28610.553
ARRIVAL,4046.936,500,752,61.530,21148.076
ARRIVAL,4047.038,501,2694,26.798,21982.282
ARRIVAL,4047.896,502,2980,62.339,23760.547
ARRIVAL,4049.419,503,1738,126.152,21718.959
ARRIVAL,4051.491,504,450,14.615,25983.643
ARRIVAL,4052.044,505,845,4.322,24171.121
ARRIVAL,4052.793,506,277,48.626,21196.033
COMPLETE,4057.459,120,1978,691.911
ARRIVAL,4057.971,507,2258,1.204,24180.302
ARRIVAL,4059.567,508,875,40.929,22627.072
ARRIVAL,4062.714,509,2167,1.008,24535.659
ARRIVAL,4063.127,510,117,37.789,24913.015
ARRIVAL,4067.005,511,539,60.542,25394.870
ARRIVAL,4067.786,512,1625,45.741,27776.354
ARRIVAL,4068.215,513,2265,67.743,26627.503
ARRIVAL,4069.176,514,1679,29.399,27039.048
ARRIVAL,4074.029,515,422,32.866,25043.946
ARRIVAL,4074.400,516,2130,29.243,25646.506
ARRIVAL,4076.778,517,1424,70.640,28256.028
ARRIVAL,4078.288,518,1677,37.351,26869.145
ARRIVAL,4079.013,519,233,118.779,20558.005
ARRIVAL,4079.054,520,759,238.631,28651.154
COMPLETE,4079.346,250,1349,477.453
ARRIVAL,4080.207,521,724,108.056,22296.281
ARRIVAL,4080.214,522,549,44.387,26988.556
ARRIVAL,4083.874,523,382,0.821,21164.172
COMPLETE,4086.508,128,2250,713.833
ARRIVAL,4088.083,524,1930,18.545,24297.344
ARRIVAL,4090.013,525,2920,67.900,20880.885
ARRIVAL,4090.286,526,1145,10.156,23302.344
ARRIVAL,4092.423,527,248,55.874,27163.650
ARRIVAL,4096.483,528,2969,96.064,24687.438
ARRIVAL,4097.854,529,1663,44.087,23740.667
ARRIVAL,4098.876,530,2157,15.590,20008.234
COMPLETE,4099.132,243,2016,519.592
ARRIVAL,4100.211,531,1927,18.668,25009.895
ARRIVAL,4100.973,532,3,26.532,23700.447
ARRIVAL,4104.497,533,946,78.097,21117.289
COMPLETE,4104.928,260,412,485.699
ARRIVAL,4106.076,534,597,112.089,25050.151
ARRIVAL,4106.367,535,2245,18.236,26188.415
COMPLETE,4106.683,115,2596,747.041
ARRIVAL,4107.298,536,407,28.926,26512.931
ARRIVAL,4107.903,537,1211,5.809,28211.762
ARRIVAL,4109.246,538,2506,26.302,29172.920
ARRIVAL,4109.469,539,2307,2.538,25787.308
ARRIVAL,4113.718,540,903,146.960,23015.610
ARRIVAL,4113.742,541,1293,56.624,22257.343
ARRIVAL,4114.319,542,2652,65.654,24272.592
ARRIVAL,4114.373,543,1974,53.557,20053.327
ARRIVAL,4114.604,544,2665,35.257,25267.122
ARRIVAL,4114.805,545,355,39.735,26791.621
ARRIVAL,4119.667,546,1926,25.347,29725.299
ARRIVAL,4120.230,547,1730,12.726,27082.239
ARRIVAL,4124.491,548,2417,46.063,21528.267
ARRIVAL,4126.491,549,107,13.692,29744.432
ARRIVAL,4128.481,550,460,25.622,26222.672
ARRIVAL,4133.583,551,1336,5.731,21769.632
ARRIVAL,4133.769,552,1295,9.633,26006.345
ARRIVAL,4133.848,553,1672,55.734,22340.760
ARRIVAL,4134.128,554,987,41.828,22147.135
ARRIVAL,4135.714,555,2073,4.203,23784.425
ARRIVAL,4136.427,556,1226,230.802,21751.241
ARRIVAL,4137.981,557,2296,41.202,20786.052
ARRIVAL,4139.221,558,1242,9.346,22597.124
ARRIVAL,4142.398,559,683,18.616,22718.940
COMPLETE,4142.759,119,2348,777.693
ARRIVAL,4143.799,560,2711,30.324,27634.316
ARRIVAL,4144.105,561,795,105.241,25731.767
ARRIVAL,4144.130,562,1270,97.566,20704.068
ARRIVAL,4147.472,563,755,19.656,29007.237
COMPLETE,4148.943,270,520,510.856
ARRIVAL,4149.810,564,843,29.121,28838.386
COMPLETE,4150.736,267,2440,515.035
ARRIVAL,4151.054,565,2185,16.442,27298.877
ARRIVAL,4152.717,566,1312,11.749,23942.480
ARRIVAL,4152.910,567,128,123.688,29273.402
COMPLETE,4153.747,146,2170,760.496
ARRIVAL,4154.012,568,12,65.954,21401.451
ARRIVAL,4155.385,569,2743,39.280,20226.077
ARRIVAL,4156.921,570,1935,6.753,21388.403
ARRIVAL,4158.907,571,634,34.650,28804.843
ARRIVAL,4161.595,572,193,25.118,20202.148
ARRIVAL,4166.257,573,260,38.262,29926.884
ARRIVAL,4166.393,574,2999,31.434,28177.023
ARRIVAL,4166.971,575,2040,25.990,22540.836
ARRIVAL,4168.249,576,1869,30.694,25448.319
ARRIVAL,4170.525,577,2411,64.085,25633.018
ARRIVAL,4170.916,578,1291,59.775,20502.757
ARRIVAL,4172.099,579,1871,28.519,22305.550
ARRIVAL,4174.010,580,2887,32.131,24626.771
COMPLETE,4174.312,145,2590,783.004
ARRIVAL,4176.227,581,390,31.472,28344.715
ARRIVAL,4177.192,582,731,27.739,29987.456
ARRIVAL,4178.977,583,1943,7.147,27485.664
ARRIVAL,4182.805,584,627,247.198,29123.036
ARRIVAL,4187.141,585,2802,8.037,21591.498
ARRIVAL,4187.290,586,806,24.282,25831.129
ARRIVAL,4187.865,587,629,25.646,26621.336
ARRIVAL,4191.493,588,1178,60.859,28095.433
ARRIVAL,4199.016,589,2116,58.907,25125.053
COMPLETE,4199.335,286,1639,541.625
ARRIVAL,4199.491,590,1809,20.187,25048.639
COMPLETE,4200.088,280,2429,549.012
ARRIVAL,4202.688,591,2910,14.613,20148.919
ARRIVAL,4203.740,592,1056,52.147,26890.840
ARRIVAL,4206.329,593,2680,19.730,29748.570
ARRIVAL,4206.527,594,879,89.773,26618.266
ARRIVAL,4208.343,595,695,137.458,20614.978
ARRIVAL,4208.769,596,955,99.670,26543.178
ARRIVAL,4209.072,597,1713,8.768,27015.811
COMPLETE,4209.251,290,2796,543.311
ARRIVAL,4211.725,598,573,123.707,24648.542
ARRIVAL,4214.366,599,51,2.068,20466.248
ARRIVAL,4215.372,600,1895,31.101,24185.302
ARRIVAL,4215.820,601,231,111.932,26174.040
ARRIVAL,4217.233,602,2229,84.700,22530.325
ARRIVAL,4219.712,603,1124,134.306,21642.530
ARRIVAL,4220.521,604,2599,27.743,26823.520
ARRIVAL,4221.188,605,1479,67.351,24070.382
ARRIVAL,4221.913,606,2403,168.175,28810.734
ARRIVAL,4222.607,607,2290,12.985,27801.306
ARRIVAL,4223.086,608,1605,65.518,24684.989
ARRIVAL,4224.098,609,1121,323.580,27704.892
ARRIVAL,4226.208,610,2105,73.483,27640.283
ARRIVAL,4226.506,611,1803,82.651,20574.958
COMPLETE,4229.856,295,1823,557.888
ARRIVAL,4230.767,612,57,6.771,23529.375
ARRIVAL,4230.935,613,2749,67.044,27598.630
ARRIVAL,4230.947,614,98,105.274,27478.432
ARRIVAL,4231.688,615,2806,206.883,28171.853
ARRIVAL,4237.458,616,1263,68.438,25690.535
ARRIVAL,4239.114,617,174,69.749,27287.734
ARRIVAL,4239.522,618,137,16.345,21691.144
ARRIVAL,4241.517,619,1435,19.354,27444.401
ARRIVAL,4247.615,620,327,67.266,27375.198
ARRIVAL,4248.342,621,1504,87.545,23912.726
ARRIVAL,4249.746,622,1606,15.518,23120.177
ARRIVAL,4251.634,623,2823,64.535,21882.455
ARRIVAL,4254.141,624,509,216.472,26803.637
ARRIVAL,4255.413,625,1891,66.826,23866.973
ARRIVAL,4256.868,626,770,84.368,20154.105
ARRIVAL,4259.705,627,760,48.523,29553.856
ARRIVAL,4261.117,628,83,17.314,24097.743
ARRIVAL,4261.828,629,1946,72.736,26891.240
ARRIVAL,4262.569,630,1627,9.884,25376.891
COMPLETE,4263.191,139,305,876.860
ARRIVAL,4265.412,631,1616,56.781,23236.058
ARRIVAL,4265.625,632,2765,45.413,22648.509
ARRIVAL,4265.685,633,203,58.749,22573.835
ARRIVAL,4266.689,634,2467,111.592,25881.098
ARRIVAL,4269.303,635,2812,91.907,25324.541
ARRIVAL,4270.071,636,1314,40.213,20400.144
COMPLETE,4272.363,306,2083,580.774
ARRIVAL,4275.742,637,2794,151.395,26460.468
ARRIVAL,4278.131,638,315,38.927,25935.649
COMPLETE,4279.982,143,109,889.805
ARRIVAL,4285.040,639,2721,1.403,24456.550
ARRIVAL,4285.351,640,1460,42.461,22401.068
COMPLETE,4286.269,302,2494,599.385
ARRIVAL,4290.057,641,209,107.920,29992.873
ARRIVAL,4290.863,642,2449,29.104,23136.997
ARRIVAL,4294.140,643,1197,62.569,25738.905
ARRIVAL,4294.219,644,2106,48.539,21173.453
ARRIVAL,4294.626,645,2695,77.604,24166.972
ARRIVAL,4295.366,646,2891,7.430,28867.695
ARRIVAL,4295.875,647,2631,280.645,29323.581
COMPLETE,4297.226,158,842,881.679
ARRIVAL,4299.080,648,518,48.115,27432.640
ARRIVAL,4299.426,649,2698,0.223,21542.096
ARRIVAL,4299.779,650,846,191.358,26282.691
ARRIVAL,4301.355,651,2394,18.736,27437.284
ARRIVAL,4304.702,652,304,48.650,20252.046
ARRIVAL,4306.485,653,96,25.132,26603.341
ARRIVAL,4310.246,654,123,15.934,21147.284
ARRIVAL,4310.879,655,647,205.356,28197.740
ARRIVAL,4313.585,656,2439,190.729,23250.756
ARRIVAL,4314.241,657,1334,9.932,21581.869
ARRIVAL,4314.486,658,1658,12.468,29901.170
ARRIVAL,4317.099,659,1474,18.415,23766.986
ARRIVAL,4317.342,660,1057,6.602,21555.479
ARRIVAL,4318.530,661,1790,28.147,23866.446
ARRIVAL,4318.901,662,1640,21.239,23518.168
ARRIVAL,4320.805,663,533,30.788,29077.475
ARRIVAL,4324.313,664,994,9.573,29326.015
ARRIVAL,4326.427,665,2263,11.209,22045.999
ARRIVAL,4328.772,666,423,108.074,22500.550
ARRIVAL,4330.861,667,915,18.298,22614.446
ARRIVAL,4332.056,668,1194,210.531,27923.119
ARRIVAL,4334.656,669,2045,10.088,21366.209
ARRIVAL,4334.706,670,1224,77.671,22410.693
ARRIVAL,4335.871,671,2172,52.436,20126.118
ARRIVAL,4335.983,672,245,152.504,22496.446
ARRIVAL,4337.835,673,163,20.567,27179.949
ARRIVAL,4338.482,674,2521,18.416,25412.477
ARRIVAL,4340.915,675,728,2.371,24744.273
ARRIVAL,4340.987,676,308,7.680,21092.617
ARRIVAL,4341.589,677,223,108.250,29637.783
ARRIVAL,4341.614,678,1172,137.133,26325.102
ARRIVAL,4342.487,679,670,213.397,23505.098
ARRIVAL,4343.165,680,2786,4.910,21526.072
ARRIVAL,4343.869,681,1875,2.678,26673.582
ARRIVAL,4345.927,682,1653,15.317,28203.935
ARRIVAL,4350.222,683,2644,5.521,25708.744
ARRIVAL,4352.348,684,1308,0.717,24615.674
ARRIVAL,4353.301,685,2931,134.498,28905.991
ARRIVAL,4353.454,686,1837,9.272,28366.200
ARRIVAL,4355.747,687,2113,147.032,20355.253
ARRIVAL,4355.820,688,1268,19.879,21368.192
ARRIVAL,4356.548,689,2750,29.707,28640.819
ARRIVAL,4356.719,690,1173,261.058,22714.937
ARRIVAL,4357.394,691,508,39.779,25468.370
ARRIVAL,4358.165,692,2023,167.957,29745.850
ARRIVAL,4360.131,693,86,74.494,29405.142
ARRIVAL,4360.324,694,1676,2.141,24692.996
ARRIVAL,4361.643,695,1889,84.068,29075.830
ARRIVAL,4361.728,696,689,24.491,24871.252
ARRIVAL,4363.475,697,2021,49.778,27709.475
ARRIVAL,4364.438,698,886,59.304,28764.897
ARRIVAL,4364.690,699,2145,17.168,21504.373
ARRIVAL,4366.806,700,1991,5.120,28106.616
ARRIVAL,4368.504,701,52,89.133,23868.609
ARRIVAL,4368.838,702,195,1.029,29683.318
ARRIVAL,4372.052,703,186,5.556,22023.809
ARRIVAL,4372.269,704,2275,62.111,28388.614
COMPLETE,4374.489,93,1488,1073.124
ARRIVAL,4375.068,705,769,16.026,24394.768
ARRIVAL,4375.069,706,8,129.328,20265.774
ARRIVAL,4375.190,707,2751,33.615,28000.519
ARRIVAL,4375.222,708,1476,56.645,22142.083
ARRIVAL,4380.273,709,2733,15.385,23498.354
ARRIVAL,4381.056,710,46,122.027,29469.124
ARRIVAL,4383.024,711,2881,72.191,29677.997
ARRIVAL,4383.376,712,2614,70.605,26012.487
ARRIVAL,4383.494,713,548,19.494,22566.865
ARRIVAL,4386.335,714,2594,357.355,21882.147
ARRIVAL,4386.714,715,160,3.728,22109.466
COMPLETE,4387.296,189,2199,914.093
ARRIVAL,4388.308,716,2531,82.202,23992.020
ARRIVAL,4389.079,717,1655,16.158,24130.949
ARRIVAL,4389.379,718,1492,93.970,24244.401
ARRIVAL,4389.401,719,565,94.899,24716.448
ARRIVAL,4390.227,720,1506,51.768,28328.233
ARRIVAL,4390.260,721,1868,0.527,23681.051
ARRIVAL,4391.838,722,2137,32.481,27918.557
ARRIVAL,4393.098,723,1954,14.470,29101.102
ARRIVAL,4395.248,724,394,32.080,27814.281
ARRIVAL,4396.283,725,1689,8.804,21553.011
ARRIVAL,4397.350,726,2526,39.744,24176.175
ARRIVAL,4400.174,727,1472,42.894,28073.075
ARRIVAL,4400.413,728,1236,110.902,22763.263
ARRIVAL,4401.051,729,1062,28.090,29751.726
ARRIVAL,4403.481,730,1374,59.273,26062.555
ARRIVAL,4403.843,731,294,38.242,20822.108
ARRIVAL,4404.929,732,1465,55.895,29793.028
ARRIVAL,4406.473,733,2277,29.653,28425.938
COMPLETE,4407.421,167,1544,970.566
ARRIVAL,4408.521,734,639,25.063,20344.795
ARRIVAL,4409.022,735,826,61.831,24478.045
ARRIVAL,4411.762,736,657,248.335,26470.671
ARRIVAL,4414.448,737,2325,56.387,24383.069
ARRIVAL,4415.934,738,2239,166.899,28473.047
ARRIVAL,4415.942,739,1282,0.464,20248.825
COMPLETE,4417.353,8,837,1350.054
ARRIVAL,4418.421,740,511,77.035,25384.468
ARRIVAL,4419.113,741,2504,17.562,27965.605
ARRIVAL,4419.189,742,1154,34.415,26828.562
ARRIVAL,4423.482,743,2552,15.959,28442.279
ARRIVAL,4423.974,744,982,65.982,20184.999
COMPLETE,4425.060,83,767,1147.144
ARRIVAL,4425.140,745,1415,57.751,29007.337
ARRIVAL,4427.588,746,2217,25.209,23488.710
ARRIVAL,4428.707,747,972,26.775,24173.346
ARRIVAL,4429.221,748,527,85.499,26167.657
ARRIVAL,4430.148,749,1278,162.245,25444.943
ARRIVAL,4430.406,750,1233,198.169,26426.062
ARRIVAL,4431.248,751,489,45.690,29798.631
ARRIVAL,4432.951,752,851,95.710,24689.644
COMPLETE,4433.551,314,2345,724.331
ARRIVAL,4435.579,753,469,2.621,22941.698
ARRIVAL,4437.315,754,2499,64.738,29040.844
ARRIVAL,4437.330,755,1114,100.609,29902.564
ARRIVAL,4439.101,756,2071,70.908,29550.998
ARRIVAL,4442.982,757,2753,132.654,24812.105
ARRIVAL,4444.252,758,2854,36.406,26573.296
ARRIVAL,4450.208,759,2658,101.665,22790.641
ARRIVAL,4450.543,760,1855,1.225,20204.382
ARRIVAL,4450.994,761,470,115.562,20314.829
ARRIVAL,4451.424,762,1251,147.848,21509.090
ARRIVAL,4453.124,763,1288,142.763,25412.671
ARRIVAL,4453.388,764,2256,13.773,22939.894
ARRIVAL,4455.669,765,2809,90.707,20660.627
ARRIVAL,4456.070,766,1990,27.487,28264.740
ARRIVAL,4456.949,767,1105,90.405,27609.763
ARRIVAL,4458.275,768,1049,47.893,22024.525
ARRIVAL,4460.951,769,971,9.342,28836.887
ARRIVAL,4461.207,770,1112,34.443,24417.770
ARRIVAL,4463.773,771,2991,7.102,29399.486
ARRIVAL,4464.160,772,2633,103.261,28360.499
ARRIVAL,4464.601,773,2223,38.739,22149.076
COMPLETE,4465.441,317,1624,751.415
ARRIVAL,4467.385,774,1327,91.793,20685.402
ARRIVAL,4467.980,775,1234,96.897,28959.813
ARRIVAL,4468.628,776,399,0.709,23251.306
ARRIVAL,4469.036,777,2567,35.308,26971.802
ARRIVAL,4469.391,778,65,89.227,21445.820
COMPLETE,4470.503,69,742,1232.766
ARRIVAL,4474.330,779,408,62.099,28107.413
ARRIVAL,4474.645,780,1115,178.251,25586.394
ARRIVAL,4478.989,781,544,18.392,20555.939
ARRIVAL,4480.181,782,2709,86.891,21720.160
ARRIVAL,4480.819,783,1797,20.551,26124.920
ARRIVAL,4484.160,784,171,36.741,20388.523
ARRIVAL,4484.476,785,2540,11.846,28857.168
ARRIVAL,4494.183,786,1368,8.581,23894.097
ARRIVAL,4496.692,787,2142,5.934,24701.732
ARRIVAL,4497.639,788,1532,34.491,24411.745
ARRIVAL,4498.898,789,1656,17.820,20878.887
ARRIVAL,4502.578,790,732,25.145,24381.882
ARRIVAL,4502.918,791,1261,14.119,27708.624
ARRIVAL,4503.181,792,2984,47.753,29384.332
ARRIVAL,4504.565,793,1553,29.448,22909.121
ARRIVAL,4505.257,794,2035,7.488,20920.978
ARRIVAL,4509.020,795,2476,19.243,25881.380
ARRIVAL,4509.164,796,2684,42.655,20407.131
ARRIVAL,4509.241,797,766,4.375,27241.955
ARRIVAL,4510.870,798,1560,125.279,28290.498
ARRIVAL,4511.181,799,1004,48.869,28681.707
ARRIVAL,4511.538,800,615,58.910,27538.160
COMPLETE,4511.552,113,602,1158.140
ARRIVAL,4511.943,801,375,63.382,21872.651
ARRIVAL,4517.674,802,1359,44.722,29485.151
ARRIVAL,4517.903,803,1385,3.524,27782.389
ARRIVAL,4522.198,804,1683,27.487,27589.390
ARRIVAL,4522.602,805,1260,45.735,28309.088
ARRIVAL,4523.082,806,970,19.195,29289.508
COMPLETE,4524.317,73,2664,1277.630
ARRIVAL,4525.558,807,2211,114.076,20430.595
ARRIVAL,4525.676,808,677,56.584,27766.700
ARRIVAL,4527.085,809,144,24.458,27661.962
ARRIVAL,4528.195,810,1817,19.399,22972.085
ARRIVAL,4530.304,811,2425,134.649,28816.559
ARRIVAL,4532.674,812,774,80.582,27423.126
ARRIVAL,4532.809,813,306,32.661,24546.149
ARRIVAL,4535.917,814,865,154.871,29624.570
ARRIVAL,4536.693,815,1932,41.588,24667.697
ARRIVAL,4537.221,816,832,20.481,25191.319
ARRIVAL,4537.665,817,380,17.656,25652.311
ARRIVAL,4542.983,818,561,13.990,22233.096
ARRIVAL,4543.666,819,1013,148.532,26189.237
ARRIVAL,4546.390,820,2822,0.114,20840.577
ARRIVAL,4546.428,821,1552,4.973,26736.632
ARRIVAL,4547.300,822,1900,139.350,20641.970
ARRIVAL,4547.507,823,1050,45.983,23015.436
ARRIVAL,4548.270,824,1281,42.078,23647.097
ARRIVAL,4549.612,825,1503,6.361,28881.258
COMPLETE,4550.988,216,939,1029.301
ARRIVAL,4551.567,826,1754,23.898,28038.440
ARRIVAL,4552.550,827,672,16.537,27439.005
ARRIVAL,4553.742,828,1394,76.929,29870.292
ARRIVAL,4554.797,829,1361,41.643,21986.638
ARRIVAL,4555.861,830,2707,7.491,21954.713
ARRIVAL,4556.177,831,2690,18.255,21939.385
ARRIVAL,4556.331,832,112,24.667,28776.454
ARRIVAL,4557.474,833,1482,17.689,27185.298
ARRIVAL,4558.448,834,342,22.760,20103.868
ARRIVAL,4558.905,835,2131,94.305,24075.620
COMPLETE,4560.511,207,2020,1055.688
ARRIVAL,4561.070,836,633,18.708,26276.350
ARRIVAL,4563.104,837,1454,82.110,21411.750
ARRIVAL,4563.285,838,910,11.994,25363.382
COMPLETE,4564.246,51,818,1365.422
ARRIVAL,4565.711,839,1072,5.545,28657.350
ARRIVAL,4567.528,840,2841,13.665,25168.607
ARRIVAL,4569.168,841,1896,70.506,29278.977
ARRIVAL,4569.903,842,523,45.911,24836.645
ARRIVAL,4572.188,843,2902,61.942,20905.812
ARRIVAL,4574.240,844,690,24.582,29207.914
ARRIVAL,4574.992,845,2077,41.538,27177.301
ARRIVAL,4576.500,846,2291,145.369,24067.640
ARRIVAL,4577.552,847,1885,72.801,27844.743
ARRIVAL,4577.848,848,1039,38.422,29449.824
ARRIVAL,4578.607,849,39,204.532,24441.729
ARRIVAL,4579.603,850,1548,70.075,21516.736
ARRIVAL,4579.915,851,207,92.493,21215.712
ARRIVAL,4582.506,852,2734,34.478,20527.911
ARRIVAL,4583.591,853,2196,73.661,23370.557
ARRIVAL,4583.991,854,609,103.238,29360.924
ARRIVAL,4584.186,855,439,87.866,22624.513
ARRIVAL,4588.723,856,642,16.395,23274.883
ARRIVAL,4589.214,857,2777,22.220,28956.040
ARRIVAL,4593.223,858,1922,8.365,27655.160
ARRIVAL,4596.966,859,1794,106.850,24834.814
COMPLETE,4597.475,228,2944,1051.713
ARRIVAL,4600.893,860,1137,26.488,24489.631
COMPLETE,4601.136,230,805,1043.626
ARRIVAL,4601.215,861,1666,86.335,27184.385
ARRIVAL,4601.344,862,1426,2.492,22721.693
COMPLETE,4601.440,68,1887,1365.143
ARRIVAL,4603.770,863,80,18.539,26847.822
ARRIVAL,4603.923,864,2123,54.900,22760.053
ARRIVAL,4604.839,865,500,11.593,28645.315
ARRIVAL,4605.222,866,1592,32.623,26397.763
ARRIVAL,4612.341,867,2522,131.238,20664.224
COMPLETE,4613.074,7,1908,1549.278
ARRIVAL,4613.136,868,2237,47.996,26814.396
ARRIVAL,4615.003,869,898,12.747,21097.533
ARRIVAL,4615.687,870,368,72.314,21850.401
ARRIVAL,4619.871,871,1693,76.515,28049.296
COMPLETE,4621.381,116,1675,1261.704
ARRIVAL,4622.727,872,2347,41.149,24789.968
COMPLETE,4623.536,46,1090,1438.935
COMPLETE,4623.800,327,2553,893.536
ARRIVAL,4624.404,873,1924,216.250,28615.379
ARRIVAL,4626.013,874,1526,58.428,26047.632
COMPLETE,4626.786,126,336,1255.145
COMPLETE,4627.183,242,1085,1047.802
ARRIVAL,4627.953,875,276,10.361,29838.054
COMPLETE,4628.386,103,963,1301.417
ARRIVAL,4630.795,876,1371,16.043,29824.601
ARRIVAL,4631.484,877,831,101.349,20554.434
ARRIVAL,4631.652,878,1186,59.958,20050.879
ARRIVAL,4631.886,879,510,7.844,28931.772
ARRIVAL,4633.286,880,1702,9.694,26084.909
COMPLETE,4634.488,133,1081,1255.249
ARRIVAL,4636.441,881,1524,74.694,24475.896
ARRIVAL,4639.506,882,757,52.682,20463.625
ARRIVAL,4640.130,883,205,62.626,23617.525
ARRIVAL,4644.303,884,1045,183.193,24561.163
ARRIVAL,4646.577,885,443,61.856,26635.614
ARRIVAL,4647.406,886,319,9.709,23674.035
ARRIVAL,4650.316,887,2133,15.197,21602.293
ARRIVAL,4650.484,888,626,84.358,27092.372
ARRIVAL,4653.600,889,1212,50.798,24430.939
ARRIVAL,4656.200,890,2006,24.791,20490.626
COMPLETE,4661.924,244,992,1082.053
ARRIVAL,4663.017,891,2159,15.948,27797.752
ARRIVAL,4663.213,892,1847,14.760,27892.676
ARRIVAL,4665.536,893,2281,20.964,25514.870
ARRIVAL,4667.606,894,1591,56.767,25403.810
COMPLETE,4669.142,254,2147,1060.488
ARRIVAL,4669.750,895,1075,73.586,23817.981
ARRIVAL,4670.067,896,1785,235.713,20951.271
ARRIVAL,4670.343,897,2357,9.213,20920.269
ARRIVAL,4672.294,898,1311,59.750,21910.684
ARRIVAL,4673.815,899,2413,49.310,28847.292
ARRIVAL,4674.811,900,2065,12.126,29922.720
ARRIVAL,4678.699,901,1728,38.534,21196.425
ARRIVAL,4680.732,902,36,28.197,20077.198
ARRIVAL,4684.208,903,68,0.074,29998.469
ARRIVAL,4686.683,904,1570,65.425,27483.997
ARRIVAL,4686.831,905,635,60.189,24369.816
ARRIVAL,4690.355,906,483,2.947,25852.981
ARRIVAL,4690.890,907,464,8.094,23302.701
ARRIVAL,4691.144,908,2057,94.292,29811.501
ARRIVAL,4694.285,909,2742,142.415,28365.037
ARRIVAL,4694.553,910,2619,2.064,26554.086
ARRIVAL,4699.776,911,2496,184.475,22861.569
ARRIVAL,4700.816,912,361,85.549,20392.712
ARRIVAL,4700.979,913,1877,20.133,25570.851
ARRIVAL,4701.401,914,1619,52.839,23026.155
ARRIVAL,4704.719,915,1027,84.174,26815.506
ARRIVAL,4708.296,916,432,51.922,24755.039
ARRIVAL,4708.401,917,496,31.443,24179.005
ARRIVAL,4709.022,918,2899,20.288,26873.079
ARRIVAL,4711.329,919,1631,43.665,20664.010
ARRIVAL,4711.455,920,559,32.778,24027.058
ARRIVAL,4711.965,921,242,251.412,25673.945
ARRIVAL,4713.528,922,1128,108.660,29482.802
ARRIVAL,4714.993,923,1486,19.079,27230.087
ARRIVAL,4718.970,924,2007,164.222,28610.281
ARRIVAL,4720.552,925,2774,3.322,28420.189
ARRIVAL,4721.990,926,2607,13.654,23721.603
COMPLETE,4722.841,63,1733,1497.520
COMPLETE,4723.569,141,542,1334.047
ARRIVAL,4725.592,927,1255,59.590,21518.160
ARRIVAL,4726.620,928,2909,303.437,20551.339
ARRIVAL,4727.288,929,1788,19.412,21148.381
ARRIVAL,4730.082,930,1745,7.065,27787.328
ARRIVAL,4732.890,931,1521,50.461,29129.220
ARRIVAL,4733.204,932,2015,117.353,20744.220
ARRIVAL,4733.571,933,715,1.532,23403.559
ARRIVAL,4733.906,934,2992,2.044,25519.777
COMPLETE,4733.928,335,1590,991.351
COMPLETE,4734.387,258,1853,1117.944
COMPLETE,4735.076,336,1850,988.992
ARRIVAL,4736.438,935,967,104.716,23362.024
ARRIVAL,4739.430,936,2563,23.895,24151.054
COMPLETE,4739.606,273,1131,1097.913
ARRIVAL,4741.544,937,1471,43.461,22111.450
ARRIVAL,4743.267,938,1630,21.321,21543.723
ARRIVAL,4745.433,939,2078,156.013,28003.046
ARRIVAL,4745.523,940,801,46.678,24688.119
ARRIVAL,4747.353,941,2444,193.305,28616.223
ARRIVAL,4747.364,942,291,12.476,28328.142
ARRIVAL,4747.683,943,435,16.876,29839.225
COMPLETE,4748.461,123,1715,1381.543
ARRIVAL,4750.339,944,1227,84.467,21979.885
COMPLETE,4750.524,264,517,1125.701
ARRIVAL,4752.417,945,1638,0.921,21649.888
ARRIVAL,4754.709,946,1246,32.362,26713.993
